ID	reference	n_reads	n_alns	read_length_mean	read_length_std	read_length_min	read_length_max	read_length_median	read_length_mode	gc_content	read_aligned_length	read_aln_score	mapping_quality	edit_distances	read_ani_mean	read_ani_std	read_ani_median	bases_covered	max_covered_bases	mean_covered_bases	coverage_mean	coverage_mean_trunc	coverage_mean_trunc_len	coverage_covered_mean	reference_length	bam_reference_length	breadth	exp_breadth	breadth_exp_ratio	n_bins	site_density	entropy	norm_entropy	gini	norm_gini	c_v	d_i	cov_evenness	tax_abund_read	tax_abund_aln	tax_abund_tad	n_reads_tad
AF049	GCA_016860625.1_ASM1686062v1_genomic_pseudocromosoma	5	5	30.6	0.8944271909999159	30	32	30.0	30	46.40522875816993	30.6		29.8					150	32	30.0	8.551549882900777e-05	0	0	1.0	1754068	1754068	8.551549882900777e-05	8.551184248295485e-05	1.0	15	0.08551549882900777	1.608326100542863	0.6096402405043122	0.6523809523809524	0.6963350785340314	0.0	0.0	0.0	3	3	0	0
AF049	NC_012920.1	5	5	65.0	22.034064536530703	48	97	53.0	48	44.0	65.0		37.0					326	98	65.2	0.019675297241837166	0	0	1.0	16569	16569	0.019675297241837166	0.01948300180278628	1.0	22	19.675297241837164	1.2304317310616009	0.40421484687011955	0.862109260882267	0.9035881435257411	0.0	0.0	0.0	302	302	0	0
AF049	JGYP01000002.1	23	23	36.21739130434783	7.057919611968661	30	53	33.0	30	63.86554621848739	36.21739130434783		27.08695652173913					755	66	37.75	0.0009353938198878426	0	0	1.1033112582781457	890534	890534	0.0008478059231876604	0.0009349564754623785	0.9067865140656755	13	0.8478059231876605	1.846325493069264	0.7430189356529671	0.5828918322295805	0.6353990836749457	325.60269489083606	99.16775409867078	0.0	26	26	0	0
AF049	JGYP01000004.1	17	17	42.411764705882355	12.791886215143428	30	86	39.0	34	57.28155339805825	42.411764705882355		23.352941176470587					591	117	49.25	0.0024055246883676177	0	0	1.218274111675127	299311	299311	0.0019745348483684194	0.0024026337324076774	0.8218209965735142	479	1.9745348483684195	1.906782376399846	0.3117310539156969	0.988803460555473	0.9893128121597926	171.86453927118177	71.05299270125326	0.0	57	57	0	0
AF049	CP042446.1	36	36	54.388888888888886	18.807715404326988	32	109	49.5	58	55.0561797752809	54.388888888888886		27.944444444444443					577	129	52.45454545454545	0.0015444307810260605	0	0	3.3934142114384747	1267781	1267781	0.0004551259247456777	0.0015432387615501586	0.29491607914805806	14	0.4551259247456777	1.3272529924365628	0.5174698757144655	0.7718970803892814	0.8352701917489831	3560.1293385518547	19574.92022386531	0.0	28	28	0	0
AF049	GCA_914768045.1_LMG_28360_genomic_pseudocromosoma	109	109	37.5045871559633	6.943720655451558	30	78	36.0	34	32.46086105675147	37.5045871559633		26.44954128440367					838	78	41.9	0.001764737416410588	0	0	4.871121718377088	2313092	2313092	0.00036228563325626476	0.0017631811829186272	0.20547271985773266	13	0.3622856332562648	2.1118064128161906	0.8498583050544236	0.4514717581543358	0.4914111763426832	9546.815605349515	160841.14736585866	0.0	47	47	0	0
AF049	GCA_914768025.1_LMG_30236_genomic_pseudocromosoma	64	64	60.28125	32.03642210468955	30	167	48.0	34	47.82270606531882	60.28125		32.640625					3831	167	60.80952380952381	0.001536098921903823	0	0	1.0070477682067345	2511557	2511557	0.001525348618406829	0.001534919725819428	0.993764424776358	16	1.525348618406829	2.4945025697981333	0.921144025668698	0.3654398329417906	0.39092945128779394	54.46625172421974	4.556948937104138	0.0	25	25	0	0
AF049	GCA_963580325.1_LMG_30235_genomic_pseudocromosoma	14	14	47.07142857142857	16.578318954003127	30	97	44.5	52	56.297420333839156	47.07142857142857		24.285714285714285					475	97	47.5	0.00046942002763808357	0	0	1.3873684210526316	1403860	1403860	0.00033835282720499194	0.00046930986729476487	0.7209582640044488	12	0.33835282720499193	1.4610264968896818	0.6093054604874385	0.6855502392344497	0.7531699070160609	2382.185341436974	2663.868059230115	0.0	10	10	0	0
AF049	GCA_900094945.1_IMG-taxon_2617270739_annotated_assembly_genomic_pseudocromosoma	36	36	74.77777777777777	45.87069472899484	32	193	60.0	38	35.36404160475483	74.77777777777777		32.5					2692	193	74.77777777777777	0.0011591137688248343	0	0	1.0	2322464	2322464	0.0011591137688248343	0.001158442255938641	1.0	15	1.1591137688248343	2.5061195216902434	0.9496277751986288	0.2808320950965826	0.3016363428309874	0.0	0.0	0.0	16	16	0	0
AF049	GCA_900103085.1_LMG29880_genomic_pseudocromosoma	26	26	70.38461538461539	23.296483722788594	30	137	66.5	57	36.994535519125684	70.38461538461539		33.84615384615385					1791	137	71.64	0.0007996126165573178	0	0	1.0206588498045785	2286107	2286107	0.0007834278972943961	0.0007992930115814367	0.9801510659330664	14	0.7834278972943961	2.3352043247735272	0.9104306800323865	0.3538203839711378	0.38244338831422986	177.9351341905311	25.31646467044081	0.0	11	11	0	0
