ID	reference	n_reads	n_alns	read_length_mean	read_length_std	read_length_min	read_length_max	read_length_median	read_length_mode	gc_content	read_aligned_length	read_aln_score	mapping_quality	edit_distances	read_ani_mean	read_ani_std	read_ani_median	bases_covered	max_covered_bases	mean_covered_bases	coverage_mean	coverage_mean_trunc	coverage_mean_trunc_len	coverage_covered_mean	reference_length	bam_reference_length	breadth	exp_breadth	breadth_exp_ratio	n_bins	site_density	entropy	norm_entropy	gini	norm_gini	c_v	d_i	cov_evenness	tax_abund_read	tax_abund_aln	tax_abund_tad	n_reads_tad
AF048D	NC_012920.1	8	8	42.25	13.371077528969543	30	65	40.0	30	49.40828402366864	42.25		37.0					313	65	44.714285714285715	0.02058060232965176	0	0	1.0894568690095847	16569	16569	0.01889069949906452	0.02037026714642942	0.92736631106852	22	18.890699499064517	1.755182170283619	0.5765423343252986	0.7567320858055682	0.7933140469302475	13.889733044635966	3.9705062020325337	0.0	483	483	0	0
AF048D	GCA_963580325.1_LMG_30235_genomic_pseudocromosoma	3	3	43.333333333333336	18.929694486000912	30	65	35.0	30	43.84615384615385	43.333333333333336		33.0					129	65	43.0	9.188950465146097e-05	0	0	1.0	1403860	1403860	9.188950465146097e-05	9.188528294024056e-05	1.0	12	0.09188950465146097	1.0348206697496283	0.43168530105031033	0.7780126849894291	0.8530805687203791	0.0	0.0	0.0	2	2	0	0
AF048D	GCA_900094945.1_IMG-taxon_2617270739_annotated_assembly_genomic_pseudocromosoma	7	7	39.57142857142857	12.501428489805246	30	65	38.0	30	31.768953068592058	39.57142857142857		30.142857142857142					276	65	39.42857142857143	0.0001188393017071524	0	0	1.0	2322464	2322464	0.0001188393017071524	0.00011883224059705544	1.0	17	0.1188393017071524	1.749837130645456	0.631191386537403	0.6847826086956522	0.7272727272727274	0.0	0.0	0.0	3	3	0	0
AF048D	CP007445.1	3	3	32.0	2.0	30	34	32.0	30	17.708333333333336	32.0		33.0					95	32	31.666666666666668	3.026044367543986e-05	0	0	1.0	3139412	3139412	3.026044367543986e-05	3.0259985832836733e-05	1.0	30	0.03026044367543986	1.0985010903560983	0.32709438782900774	0.8972776769509982	0.9245585874799358	0.0	0.0	0.0	1	1	0	0
AF048D	GCA_900018365.1_IMG-taxon_2615840617_annotated_assembly_genomic_pseudocromosoma	5	5	30.4	0.5477225575051661	30	31	30.0	30	27.631578947368425	30.4		34.6					152	33	30.4	6.50908402627957e-05	0	0	1.0	2335198	2335198	6.50908402627957e-05	6.508872190003068e-05	1.0	15	0.0650908402627957	1.6082395178428976	0.6095219378366226	0.6522556390977443	0.6987704918032785	0.0	0.0	0.0	2	2	0	0
AF048D	CP084222.1	4	4	39.75	18.83923211457056	30	68	30.5	30	22.641509433962266	39.75		31.0					157	68	39.25	4.7555179152778734e-05	0	0	1.0	3301428	3301428	4.7555179152778734e-05	4.755404842315958e-05	1.0	35	0.04755517915277874	1.3068830924737072	0.3711981733718348	0.9042712626451854	0.9278728606356967	0.0	0.0	0.0	1	1	0	0
AF048D	GCA_914768045.1_LMG_28360_genomic_pseudocromosoma	116	116	36.0948275862069	4.0987345836741245	30	47	36.0	33	27.752567470742772	36.0948275862069		26.689655172413794					119	52	39.666666666666664	0.001809266557491012	0	0	35.168067226890756	2313092	2313092	5.144628920942185e-05	0.0018076308213959003	0.0284606174006779	19	0.05144628920942185	1.0703459594523308	0.37066724751164576	0.8548085901027078	0.9013360739979446	26189.910146266662	1240996.5456064641	0.0	50	50	0	0
AF048D	GCA_914768025.1_LMG_30236_genomic_pseudocromosoma	24	24	41.958333333333336	10.140230537927568	30	67	38.0	30	46.57398212512413	41.958333333333336		32.166666666666664					1010	67	42.083333333333336	0.0004021409826653347	0	0	1.0	2511557	2511557	0.0004021409826653347	0.0004020601348181385	1.0	13	0.4021409826653347	2.144601806632813	0.8630546524087522	0.4249174917491749	0.46257889990982864	0.0	0.0	0.0	10	10	0	0
AF048D	CP042446.1	6	6	33.666666666666664	5.163977794943222	30	43	31.5	30	31.18811881188119	33.666666666666664		31.0					204	43	34.0	0.00016091107218044756	0	0	1.0	1267781	1267781	0.00016091107218044756	0.0001608981266882914	1.0	12	0.16091107218044756	1.3054120665159754	0.5444811032210273	0.7130124777183601	0.7810945273631842	0.0	0.0	0.0	5	5	0	0
AF048D	GCA_000988165.1_ASM98816v1_genomic_pseudocromosoma	31	31	59.0	29.55334160463077	30	99	39.0	30	36.139967195188625	59.0		33.645161290322584					543	103	36.2	0.0003154459904934467	0	0	3.3370165745856353	5744248	5744248	9.452934483330106e-05	0.0003153962426380996	0.2997161413294592	13	0.09452934483330107	2.072266140245366	0.8339565531718808	0.45411295273173735	0.49310460813992596	15788.057875393084	78628.94184162872	0.0	5	5	0	0
AF048D	GCA_900103085.1_LMG29880_genomic_pseudocromosoma	13	13	43.46153846153846	11.885673341011469	31	73	39.0	31	37.52212389380531	43.46153846153846		32.07692307692308					565	73	43.46153846153846	0.00024714503739326285	0	0	1.0	2286107	2286107	0.00024714503739326285	0.00024711449957426357	1.0	12	0.24714503739326288	2.0875664317462768	0.8705987161941644	0.39646017699115044	0.43329775880469584	0.0	0.0	0.0	6	6	0	0
AF048D	GCA_059492115.1_UIUC_Nbom_1_genomic_pseudocromosoma	8	8	33.25	4.06201920231798	30	42	31.0	31	27.819548872180448	33.25		30.375					266	43	33.25	4.19327531059401e-05	0	0	1.0	6343490	6343490	4.19327531059401e-05	4.1931873940304065e-05	1.0	16	0.04193275310594011	1.8967930866924794	0.7005087471934283	0.6070175438596491	0.6461956521739131	0.0	0.0	0.0	1	1	0	0
AF048D	GCA_000447185.1_NapisBRLv01_genomic_pseudocromosoma	27	27	37.22222222222222	15.78785641739911	30	101	31.0	31	16.318407960199004	37.22222222222222		35.22222222222222					939	101	36.11538461538461	0.00011432147825787516	0	0	1.0500532481363152	8624801	8624801	0.00010887207716444704	0.0001143149438066482	0.9523870942769548	13	0.10887207716444704	2.237603152180188	0.9004832879485739	0.3689208377706781	0.4008930304795184	1908.3995666882083	416.3575555482197	0.0	3	3	0	0
AF048D	GCA_900240985.1_crithidia-bombi.GDC.2013.v1_genomic_pseudocromosoma	901	901	34.93562708102109	6.555427468958596	30	98	33.0	30	33.46570511802268	34.93562708102109		31.179800221975583					15921	99	34.53579175704989	0.0009707436861733921	0	0	1.9547138998806608	32058926	32058926	0.000496616761272664	0.0009702726669466033	0.5118321665552948	27	0.49661676127266396	3.233963372853605	0.9925929556197045	0.12320689172017618	0.12779989544376097	6539.675354744403	41516.13862274085	0.0	28	28	0	0
